Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:03:01.414,114192.7,0.9,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.712,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.61,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.705,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.16,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.227,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.004,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.052,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.003,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.052,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.052,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.002,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.002,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.743,114192.6,0.003,BTCUSDT
2025-09-30 00:03:01.862,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.236,114192.6,0.003,BTCUSDT
2025-09-30 00:03:02.662,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.662,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.727,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.727,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.752,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.766,114192.6,0.002,BTCUSDT
2025-09-30 00:03:02.837,114192.5,0.002,BTCUSDT
2025-09-30 00:03:02.837,114192.5,0.004,BTCUSDT
2025-09-30 00:03:02.844,114192.6,0.012,BTCUSDT
2025-09-30 00:03:02.895,114192.5,0.02,BTCUSDT
2025-09-30 00:03:02.940,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.020,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.021,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.005,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.012,BTCUSDT
2025-09-30 00:03:03.034,114192.5,0.001,BTCUSDT
2025-09-30 00:03:03.220,114192.6,0.002,BTCUSDT
2025-09-30 00:03:03.398,114192.6,0.003,BTCUSDT
2025-09-30 00:03:03.491,114192.6,0.038,BTCUSDT
2025-09-30 00:03:03.527,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.804,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.872,114192.5,0.029,BTCUSDT
2025-09-30 00:03:03.940,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.997,114192.5,0.002,BTCUSDT
2025-09-30 00:03:04.328,114192.5,0.02,BTCUSDT
2025-09-30 00:03:04.373,114192.5,0.01,BTCUSDT
2025-09-30 00:03:04.521,114192.5,0.053,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.032,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.001,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.001,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.001,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.017,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.017,BTCUSDT
2025-09-30 00:03:05.008,114192.6,0.001,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.003,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.009,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.002,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.004,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.001,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.003,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.022,BTCUSDT
2025-09-30 00:03:05.564,114192.6,0.001,BTCUSDT
2025-09-30 00:03:05.839,114192.6,0.012,BTCUSDT
2025-09-30 00:03:05.941,114192.5,0.001,BTCUSDT
2025-09-30 00:03:06.008,114192.6,0.009,BTCUSDT
2025-09-30 00:03:06.052,114192.5,0.002,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.004,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.003,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.005,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.175,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.009,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.011,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.008,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.025,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.005,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.02,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.072,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.002,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.004,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.006,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.323,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.551,BTCUSDT
2025-09-30 00:03:06.196,114192.6,0.006,BTCUSDT
2025-09-30 00:03:06.196,114192.6,0.01,BTCUSDT
2025-09-30 00:03:06.196,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.002,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.018,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.006,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.001,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.008,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.012,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.04,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.024,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.06,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.001,BTCUSDT
2025-09-30 00:03:06.390,114192.7,0.385,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.002,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.002,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.001,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.003,BTCUSDT
2025-09-30 00:03:06.398,114192.8,0.001,BTCUSDT
2025-09-30 00:03:06.398,114192.9,0.001,BTCUSDT
2025-09-30 00:03:06.398,114193.3,0.002,BTCUSDT
2025-09-30 00:03:06.398,114193.3,0.035,BTCUSDT
2025-09-30 00:03:06.398,114193.3,0.007,BTCUSDT
2025-09-30 00:03:06.398,114193.7,0.002,BTCUSDT
2025-09-30 00:03:06.398,114193.8,0.001,BTCUSDT
2025-09-30 00:03:06.398,114193.9,0.002,BTCUSDT
2025-09-30 00:03:06.398,114194.8,0.002,BTCUSDT
2025-09-30 00:03:06.400,114194.9,0.002,BTCUSDT
2025-09-30 00:03:06.400,114194.9,0.015,BTCUSDT
2025-09-30 00:03:06.400,114194.9,0.014,BTCUSDT
2025-09-30 00:03:06.401,114194.9,0.035,BTCUSDT
2025-09-30 00:03:06.402,114194.9,0.035,BTCUSDT
2025-09-30 00:03:06.403,114194.9,0.035,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.002,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.001,BTCUSDT
2025-09-30 00:03:06.433,114194.9,0.002,BTCUSDT
2025-09-30 00:03:06.730,114194.9,1.509,BTCUSDT
2025-09-30 00:03:06.893,114195.0,0.002,BTCUSDT
2025-09-30 00:03:06.893,114195.0,0.007,BTCUSDT
2025-09-30 00:03:07.208,114195.0,0.004,BTCUSDT
2025-09-30 00:03:07.311,114195.0,0.002,BTCUSDT
2025-09-30 00:03:07.326,114194.9,0.003,BTCUSDT
2025-09-30 00:03:07.531,114194.9,0.001,BTCUSDT
2025-09-30 00:03:07.879,114194.9,0.008,BTCUSDT
2025-09-30 00:03:08.019,114195.0,0.1,BTCUSDT
2025-09-30 00:03:08.298,114194.9,0.003,BTCUSDT
2025-09-30 00:03:08.577,114195.0,0.003,BTCUSDT
2025-09-30 00:03:09.456,114195.0,0.001,BTCUSDT
2025-09-30 00:03:09.466,114194.9,0.008,BTCUSDT
2025-09-30 00:03:09.466,114195.0,0.008,BTCUSDT
2025-09-30 00:03:09.659,114195.0,0.001,BTCUSDT
2025-09-30 00:03:09.659,114195.0,0.001,BTCUSDT
2025-09-30 00:03:09.659,114195.0,0.002,BTCUSDT
2025-09-30 00:03:09.659,114195.0,0.01,BTCUSDT
2025-09-30 00:03:09.757,114195.0,0.046,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.031,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.365,114195.0,0.004,BTCUSDT
2025-09-30 00:03:10.789,114195.0,0.016,BTCUSDT
2025-09-30 00:03:10.790,114195.0,0.008,BTCUSDT
2025-09-30 00:03:10.790,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.790,114195.0,0.017,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.018,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.11,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.008,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.002,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.002,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.026,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.009,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.013,BTCUSDT
2025-09-30 00:03:10.793,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.794,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.794,114195.0,0.003,BTCUSDT
2025-09-30 00:03:10.794,114195.0,0.005,BTCUSDT
2025-09-30 00:03:10.794,114195.0,0.001,BTCUSDT
2025-09-30 00:03:10.794,114195.0,0.002,BTCUSDT
2025-09-30 00:03:10.796,114195.1,0.002,BTCUSDT
2025-09-30 00:03:10.796,114195.1,0.011,BTCUSDT
2025-09-30 00:03:10.796,114195.1,0.001,BTCUSDT
2025-09-30 00:03:10.796,114195.5,0.002,BTCUSDT
2025-09-30 00:03:10.796,114195.9,0.002,BTCUSDT
2025-09-30 00:03:10.796,114196.0,0.002,BTCUSDT
2025-09-30 00:03:10.796,114196.0,0.002,BTCUSDT
2025-09-30 00:03:10.796,114196.5,0.001,BTCUSDT
2025-09-30 00:03:10.796,114196.5,0.013,BTCUSDT
2025-09-30 00:03:10.894,114196.6,0.007,BTCUSDT
2025-09-30 00:03:11.117,114196.6,0.088,BTCUSDT
2025-09-30 00:03:11.312,114196.6,0.001,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.502,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.001,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.025,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.002,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.001,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.001,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.001,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.001,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.001,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.087,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.087,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.039,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.002,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.002,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.001,BTCUSDT
2025-09-30 00:03:11.323,114196.6,0.009,BTCUSDT
2025-09-30 00:03:11.323,114196.7,0.002,BTCUSDT
2025-09-30 00:03:11.323,114196.7,0.04,BTCUSDT
2025-09-30 00:03:11.323,114196.7,0.018,BTCUSDT
2025-09-30 00:03:11.323,114196.7,0.001,BTCUSDT
2025-09-30 00:03:11.323,114196.7,0.002,BTCUSDT
2025-09-30 00:03:11.323,114196.7,0.001,BTCUSDT
2025-09-30 00:03:11.325,114196.9,0.002,BTCUSDT
2025-09-30 00:03:11.325,114196.9,0.001,BTCUSDT
2025-09-30 00:03:11.325,114197.0,0.002,BTCUSDT
2025-09-30 00:03:11.325,114197.1,0.002,BTCUSDT
2025-09-30 00:03:11.325,114197.1,0.002,BTCUSDT
2025-09-30 00:03:11.325,114197.3,0.002,BTCUSDT
2025-09-30 00:03:11.325,114198.1,0.002,BTCUSDT
2025-09-30 00:03:11.325,114198.2,0.001,BTCUSDT
2025-09-30 00:03:11.325,114198.3,0.002,BTCUSDT
2025-09-30 00:03:11.325,114198.4,0.001,BTCUSDT
2025-09-30 00:03:11.325,114198.4,0.001,BTCUSDT
2025-09-30 00:03:11.325,114198.6,0.005,BTCUSDT
2025-09-30 00:03:11.325,114198.6,0.001,BTCUSDT
2025-09-30 00:03:11.325,114198.8,0.002,BTCUSDT
2025-09-30 00:03:11.325,114198.9,0.002,BTCUSDT
2025-09-30 00:03:11.325,114199.0,0.001,BTCUSDT
2025-09-30 00:03:11.325,114199.2,0.001,BTCUSDT
2025-09-30 00:03:11.325,114199.4,0.002,BTCUSDT
2025-09-30 00:03:11.325,114199.4,0.002,BTCUSDT
2025-09-30 00:03:11.325,114199.5,0.002,BTCUSDT
2025-09-30 00:03:11.325,114199.8,0.001,BTCUSDT
2025-09-30 00:03:11.325,114200.0,0.001,BTCUSDT
2025-09-30 00:03:11.325,114200.0,0.001,BTCUSDT
2025-09-30 00:03:11.325,114200.2,0.002,BTCUSDT
2025-09-30 00:03:11.325,114200.3,0.002,BTCUSDT
2025-09-30 00:03:11.325,114200.5,0.002,BTCUSDT
2025-09-30 00:03:11.325,114200.5,0.002,BTCUSDT
2025-09-30 00:03:11.325,114200.7,0.001,BTCUSDT
2025-09-30 00:03:11.325,114201.1,0.001,BTCUSDT
2025-09-30 00:03:11.325,114201.4,0.002,BTCUSDT
2025-09-30 00:03:11.325,114201.4,0.002,BTCUSDT
2025-09-30 00:03:11.325,114201.6,0.002,BTCUSDT
2025-09-30 00:03:11.325,114201.7,0.001,BTCUSDT
2025-09-30 00:03:11.325,114201.7,0.002,BTCUSDT
2025-09-30 00:03:11.326,114201.7,0.002,BTCUSDT
2025-09-30 00:03:11.326,114201.8,0.005,BTCUSDT
2025-09-30 00:03:11.326,114202.0,0.002,BTCUSDT
2025-09-30 00:03:11.326,114202.3,0.017,BTCUSDT
2025-09-30 00:03:11.326,114202.3,0.051,BTCUSDT
2025-09-30 00:03:11.326,114202.5,0.011,BTCUSDT
2025-09-30 00:03:11.326,114202.6,0.002,BTCUSDT
2025-09-30 00:03:11.331,114202.8,0.001,BTCUSDT
2025-09-30 00:03:11.331,114202.8,0.001,BTCUSDT
2025-09-30 00:03:11.331,114202.8,0.001,BTCUSDT
2025-09-30 00:03:11.331,114202.8,0.001,BTCUSDT
2025-09-30 00:03:11.331,114202.8,0.001,BTCUSDT
2025-09-30 00:03:11.331,114202.8,0.001,BTCUSDT
2025-09-30 00:03:11.331,114202.8,0.001,BTCUSDT
2025-09-30 00:03:11.331,114203.1,0.001,BTCUSDT
2025-09-30 00:03:11.331,114203.1,0.065,BTCUSDT
2025-09-30 00:03:11.331,114203.1,0.001,BTCUSDT
2025-09-30 00:03:11.331,114203.2,0.005,BTCUSDT
2025-09-30 00:03:11.331,114203.5,0.001,BTCUSDT
2025-09-30 00:03:11.357,114203.5,0.001,BTCUSDT
2025-09-30 00:03:11.357,114203.5,0.001,BTCUSDT
2025-09-30 00:03:11.357,114203.5,0.006,BTCUSDT
2025-09-30 00:03:11.532,114203.4,0.019,BTCUSDT
2025-09-30 00:03:13.437,114203.5,0.001,BTCUSDT
2025-09-30 00:03:13.437,114203.5,0.001,BTCUSDT
2025-09-30 00:03:13.437,114203.5,0.001,BTCUSDT
2025-09-30 00:03:13.437,114203.5,0.004,BTCUSDT
2025-09-30 00:03:13.437,114203.5,0.004,BTCUSDT
2025-09-30 00:03:13.437,114203.5,0.001,BTCUSDT
2025-09-30 00:03:13.877,114203.4,0.004,BTCUSDT
2025-09-30 00:03:13.877,114203.4,0.008,BTCUSDT
